track_name,artist,genre,play_count,danceability,energy,valence,tempo
Pulling You Down,TRUSTcompany,Other,3,0.862,0.659,0.125,153.0
Lulled By Numbers,IAMX,Electronic,15,0.392,0.235,0.392,146.2
Love On The Brain,Rihanna,Pop,5,0.509,0.721,0.222,135.1
New Sensation,INXS,Other,4,0.787,0.345,0.82,141.4
Sparks Fly,Hey Violet,Other,18,0.872,0.542,0.785,133.5
"I've Been Walking, Pt. 2a",Gazpacho,Other,24,0.31,0.353,0.584,124.1
In the Name of God,Dream Theater,Progressive Metal,18,0.169,0.743,0.738,101.3
Best Friends,5 Seconds of Summer,Other,4,0.517,0.873,0.837,106.0
Black Cadillac,Shinedown,Hard Rock,61,0.833,0.302,0.322,109.9
Goblin,Opeth,Progressive Metal,22,0.893,0.76,0.404,182.7
Introduction To So Far Away - Live At The GRAMMY Museum®,Avenged Sevenfold,Hard Rock,3,0.745,0.606,0.568,70.8
Under Pressure,Queen,Classic Rock,3,0.867,0.231,0.515,142.4
Ripped,Marty Friedman,Other,3,0.321,0.533,0.798,109.8
Agua,Jarabe De Palo,Other,8,0.715,0.358,0.742,145.751
Rubina's Blue Sky Happiness,Joe Satriani,Other,3,0.351,0.476,0.406,155.8
Madness,The Rasmus,Alternative Rock,6,0.226,0.165,0.664,121.2
My Heart Is Open,Maroon 5,Pop Rock,8,0.789,0.191,0.467,115.9
Flower Child,Lenny Kravitz,Classic Rock,7,0.713,0.172,0.523,108.0
The Devil's Orchard,Opeth,Progressive Metal,7,0.571,0.356,0.479,168.4
"Black Hole Sun - Recorded Live At Red Robinson Show Theatre, Vancouver, Canada on April 30, 2011",Chris Cornell,Grunge,33,0.449,0.385,0.179,123.299
It Won't Fade,Sonata Arctica,Power Metal,4,0.744,0.365,0.598,120.9
Bleed,Meshuggah,Other,7,0.46,0.512,0.761,101.6
Walk On the Wild Side,Lou Reed,Other,3,0.575,0.318,0.385,104.522
The Widow,The Mars Volta,Other,6,0.301,0.56,0.573,88.8
"Vivaldi: Cello Concerto in B Minor, RV 424: I. Allegro non molto",Antonio Vivaldi,Other,3,0.524,0.534,0.711,164.5
Cinderblox,Sonata Arctica,Power Metal,11,0.89,0.903,0.616,125.0
Suddenly I See,KT Tunstall,Other,14,0.587,0.767,0.664,100.38
Shine on American Dreamer,Joe Satriani,Other,3,0.304,0.062,0.419,127.1
Another Last Goodbye,Aerosmith,Classic Rock,3,0.108,0.138,0.649,133.6
Without Me,Eminem,Hip Hop,3,0.21,0.085,0.373,126.5
Games,The Strokes,Other,5,0.61,0.06,0.342,118.8
Do I Wanna Know?,Beau + Luci,Other,19,0.446,0.442,0.493,99.4
Light It Up,OneRepublic,Pop Rock,3,0.9,0.498,0.343,98.3
Tears Don't Fall,Bullet For My Valentine,Other,4,0.214,0.931,0.233,162.115
Sentimental,Porcupine Tree,Progressive Rock,67,0.627,0.616,0.564,120.9
Sad But True,Metallica,Metal,4,0.196,0.689,0.697,138.7
Comatose,Skillet,Other,4,0.359,0.955,0.446,170.033
"Chopin: 24 Preludes, Op. 28: No. 17 in A-Flat Major",Frédéric Chopin,Classical,3,0.424,0.175,0.632,131.1
Atlas - From “The Hunger Games: Catching Fire”/Soundtrack,Coldplay,Pop Rock,3,0.137,0.425,0.163,149.7
I'm On A Boat,The Lonely Island,Other,3,0.358,0.571,0.833,93.7
Shot,The Rasmus,Alternative Rock,4,0.825,0.913,0.16,122.9
Dead Gardens,Nightwish,Symphonic Metal,5,0.69,0.824,0.574,157.6
I See Fire,Ed Sheeran,Pop,20,0.325,0.362,0.737,103.7
Pyres Of Varanasi,Thirty Seconds To Mars,Alternative Rock,9,0.266,0.263,0.053,105.8
Underwear,Pulp,Other,3,0.358,0.153,0.382,139.6
Burning Bright - Sanford Mix,Shinedown,Hard Rock,7,0.792,0.743,0.373,119.2
Beautiful Ones,Hurts,Electronic,19,0.88,0.541,0.74,120.7
Crownless,Nightwish,Symphonic Metal,4,0.86,0.275,0.159,129.8
River,Soen,Other,16,0.342,0.613,0.559,151.5
Whirlwind,Sonata Arctica,Power Metal,6,0.582,0.501,0.386,102.1
Feels Like Home,No Use For A Name,Other,5,0.099,0.372,0.154,88.7
Money - 2011 Remastered Version,Pink Floyd,Progressive Rock,4,0.363,0.388,0.433,125.8
The Diary of Jane - Single Version,Breaking Benjamin,Hard Rock,8,0.392,0.965,0.298,167.094
Sword Of Truth,Magic Sword,Electronic,5,0.313,0.568,0.899,143.8
But There's Wolves,The Dear Hunter,Progressive Rock,9,0.651,0.342,0.545,132.5
I've Been Losing You,a-ha,Other,4,0.484,0.847,0.268,118.1
Mi Apuesta - En Vivo,Eruca Sativa,Latin Rock,5,0.221,0.481,0.785,145.2
The Vampyre of Time And Memory,Queens of the Stone Age,Other,5,0.799,0.867,0.678,111.4
The Louvre,Lorde,Pop,17,0.586,0.386,0.52,118.1
Sensorium (Orchestral Version),Epica,Symphonic Metal,5,0.584,0.429,0.823,142.2
Partners in Crime,FINNEAS,Pop,19,0.222,0.2,0.789,120.3
Scary Monsters and Nice Sprites,Skrillex,Electronic,5,0.685,0.945,0.639,134.0
Where We Would Be,Porcupine Tree,Progressive Rock,26,0.394,0.533,0.452,111.4
Occam's Razor,Porcupine Tree,Progressive Rock,3,0.398,0.502,0.645,111.1
Disappear,INXS,Other,11,0.24,0.652,0.535,135.1
Un Millón De Años Luz - Remasterizado 2007,Soda Stereo,Latin Rock,5,0.52,0.802,0.499,95.328
Go Tell Her Now - Acoustic,Tom Odell,Other,6,0.083,0.266,0.849,144.9
The Jester's Dance,In Flames,Other,10,0.276,0.872,0.46,178.823
Wake Me Up Before You Go-Go - Remastered,Wham!,Other,3,0.451,0.373,0.221,103.1
Rainbow In The Dark,Dio,Other,4,0.508,0.912,0.682,117.582
These Colours Don't Run - 2015 Remaster,Iron Maiden,Metal,3,0.307,0.279,0.773,114.5
Sunday Morning,Maroon 5,Pop Rock,4,0.485,0.725,0.612,99.1
Walk Like You,James,Other,3,0.372,0.42,0.44,101.8
Your Power,Billie Eilish,Pop,27,0.694,0.448,0.746,134.6
Hold Me While You Wait,Lewis Capaldi,Other,10,0.305,0.762,0.505,109.9
Cedarwood Road,U2,Other,18,0.202,0.527,0.327,84.3
Easy Come Easy Go,Imagine Dragons,Pop Rock,9,0.401,0.489,0.946,121.8
The Answer,Automatic Loveletter,Other,3,0.359,0.633,0.715,111.7
"Piano Concerto No. 1 in E Minor, Op. 11: II. Romance (Larghetto)",Frédéric Chopin,Classical,3,0.807,0.295,0.155,115.5
You Ain't The First,Guns N' Roses,Classic Rock,5,0.79,0.597,0.616,133.9
Demons,Imagine Dragons,Pop Rock,33,0.505,0.71,0.428,89.938
Hechizos,Catupecu Machu,Other,5,0.78,0.811,0.187,125.7
Deadwing,Porcupine Tree,Progressive Rock,73,0.568,0.449,0.835,92.1
Ravenskill,Dream Theater,Progressive Metal,4,0.532,0.413,0.5,114.0
Everglow,Coldplay,Pop Rock,12,0.176,0.587,0.742,119.7
Edema Ruh,Nightwish,Symphonic Metal,3,0.784,0.089,0.28,148.8
Cliffs Of Dover - Instrumental,Eric Johnson,Other,5,0.449,0.775,0.313,94.907
Wherever I Lay My Hat - Extended Version,Paul Young,Pop,3,0.54,0.521,0.493,87.1
The Wizard of Altai Mountains,Gazpacho,Other,40,0.452,0.771,0.141,134.0
Wonderwall - Remastered,Oasis,Indie Rock,46,0.378,0.896,0.469,174.302
Komm,Tokio Hotel,Other,3,0.813,0.184,0.236,132.7
Orison,Soen,Other,84,0.632,0.576,0.343,90.5
Wake Up The Dead,The Pineapple Thief,Progressive Rock,36,0.063,0.719,0.587,81.8
Black Widow of La Porte,John 5,Other,3,0.088,0.586,0.437,140.2
The Louvre,Lorde,Pop,49,0.257,0.57,0.58,110.8
8th Commandment,Sonata Arctica,Power Metal,9,0.445,0.458,0.395,86.3
Blue Gangsta (Original Version),Michael Jackson,Pop,9,0.547,0.799,0.846,150.0
"Guitar Solo - Live At The Rainbow, London / November 1974",Queen,Classic Rock,15,0.465,0.581,0.084,139.3
Guns In The Sky,INXS,Other,3,0.7,0.792,0.672,139.8
Our Last Goodbye,Silent Call,Other,18,0.363,0.712,0.572,111.8
Man That You Fear,Marilyn Manson,Other,3,0.283,0.894,0.462,88.4
Gematria (The Killing Name),Slipknot,Metal,10,0.245,0.217,0.275,114.6
A Place for My Head,Linkin Park,Alternative Rock,31,0.603,0.908,0.457,133.063
Illusion & Dream,Poets of the Fall,Alternative Rock,5,0.539,0.623,0.251,127.0
Tubthumping,Chumbawamba,Other,3,0.372,0.911,0.833,123.2
"Fire On Fire - From ""Watership Down""",Sam Smith,Other,5,0.424,0.403,0.593,127.9
Zombie,Breed 77,Other,4,0.409,0.167,0.275,115.4
Decks Dark,Radiohead,Alternative Rock,21,0.652,0.174,0.626,119.2
The Ballad of Mona Lisa,Panic! At The Disco,Pop Rock,69,0.202,0.714,0.36,143.8
Stranger by the Minute,Porcupine Tree,Progressive Rock,7,0.327,0.105,0.989,89.8
"Us - Recorded at Metropolis Studios, London",James Bay,Pop,5,0.129,0.683,0.443,94.3
"Thor: The Dark World - From ""Thor: The Dark World""/Score",Brian Tyler,Other,3,0.695,0.795,0.693,103.7
Love My Way,The Psychedelic Furs,Other,3,0.488,0.691,0.688,113.5
Impulse Voices,Plini,Other,5,0.172,0.619,0.589,164.4
In Death's Embrace,Dimmu Borgir,Other,3,0.421,0.284,0.435,105.8
All Summer Long,Kid Rock,Other,3,0.7,0.864,0.887,102.997
Tenerife Sea,Ed Sheeran,Pop,31,0.602,0.305,0.385,168.4
Upside Down,Gazpacho,Other,25,0.552,0.064,0.259,126.1
Every Night,Imagine Dragons,Pop Rock,19,0.545,0.732,0.102,157.8
Yeah! (feat. Lil Jon & Ludacris),USHER,Other,4,0.705,0.476,0.453,121.7
Bitter Sweet Symphony,Boyce Avenue,Pop Rock,3,0.953,0.761,0.596,121.7
Who Can It Be Now?,Men At Work,Other,3,0.558,0.91,0.929,155.9
I Salute You Christopher,IAMX,Electronic,3,0.419,0.499,0.308,146.4
We Are Young (feat. Janelle Monáe),fun.,Other,4,0.378,0.638,0.735,184.086
Anna Lee,Dream Theater,Progressive Metal,7,0.27,0.896,0.251,78.3
Jelly Bean,Guthrie Govan,Other,3,0.758,0.793,0.069,134.9
Bravest Face,Rush,Progressive Rock,4,0.497,0.918,0.077,79.0
Population Three,Porcupine Tree,Progressive Rock,7,0.703,0.6,0.512,129.1
On the Wire - Edit,Yann Tiersen,Soundtrack,8,0.226,0.567,0.413,101.9
Insomnia - remastered 2017,Haken,Progressive Metal,5,0.706,0.216,0.95,103.7
Supper's Off,The Tangent,Other,5,0.421,0.203,0.938,110.2
Muscle Museum,Muse,Alternative Rock,26,0.67,0.703,0.517,119.3
Stay,Rihanna,Pop,10,0.731,0.789,0.179,136.9
Maps,Maroon 5,Pop Rock,106,0.277,0.338,0.601,73.1
Collide - Acoustic Version,Howie Day,Other,6,0.582,0.253,0.294,90.186
BLACK SOUL,Shinedown,Hard Rock,35,0.226,0.226,0.143,74.9
Bedshaped,Keane,Other,8,0.915,0.426,0.721,157.3
Drunk on Shadows,HIM,Other,3,0.362,0.316,0.17,113.7
She Will Be Loved,Maroon 5,Pop Rock,79,0.445,0.632,0.358,101.6
The Great Rain Beatle,Rishloo,Other,13,0.692,0.329,0.383,131.5
Pictures Of Me - Remastered 2017,Elliott Smith,Indie Rock,12,0.805,0.499,0.409,100.3
Sing,Ed Sheeran,Pop,41,0.452,0.658,0.754,126.9
Maxwell's Silver Hammer - Remastered,The Beatles,Classic Rock,3,0.622,0.577,0.748,135.6
Shot At The Night,The Killers,Indie Rock,4,0.607,0.218,0.394,69.7
The Poet and the Pendulum,Nightwish,Symphonic Metal,12,0.652,0.454,0.457,134.2
Not About Angels,Birdy,Other,16,0.795,0.681,0.906,130.4
Would? (2022 Remaster),Alice In Chains,Grunge,33,0.305,0.833,0.586,100.675
Enter Sandman,Metallica,Metal,21,0.577,0.828,0.604,123.257
Gravity Eyelids - Remastered,Porcupine Tree,Progressive Rock,6,0.226,0.593,0.343,133.0
Numb / Encore,JAY-Z,Other,8,0.16,0.727,0.33,137.1
Earthlings,Haken,Progressive Metal,7,0.426,0.791,0.6,144.9
Scared to Be Lonely,Grace Grundy,Other,5,0.769,0.283,0.547,103.9
Dark Ages,Thomas Bergersen,Soundtrack,3,0.757,0.434,0.533,120.4
Paint the Town Green,The Script,Pop Rock,3,0.487,0.191,0.159,117.0
You Think of Me,Pork,Latin Rock,8,0.574,0.179,0.591,126.0
Guns In The Sky,INXS,Other,3,0.543,0.867,0.686,134.7
Harridan,Porcupine Tree,Progressive Rock,10,0.161,0.316,0.483,93.4
All Apologies,Nirvana,Grunge,4,0.875,0.807,0.785,156.6
Ramona,Perras on the beach,Other,3,0.445,0.72,0.316,61.5
Found (The Unexpected Flaw of Searching),Riverside,Other,5,0.414,0.525,0.293,81.5
We Live On,Anneke Van Giersbergen,Other,3,0.285,0.56,0.733,172.4
Queloquepasa,Eruca Sativa,Latin Rock,23,0.506,0.422,0.577,82.4
Sonne,Rammstein,Other,11,0.493,0.419,0.368,154.0
If It's Hurting You,Robbie Williams,Pop Rock,38,0.747,0.869,0.565,137.0
Shot,The Rasmus,Alternative Rock,6,0.483,0.637,0.643,106.0
Another Love - Zwette Edit,Tom Odell,Other,19,0.708,0.613,0.212,132.7
Open My Eyes - Acoustic Version,The Rasmus,Alternative Rock,29,0.223,0.646,0.531,127.2
Fragmentation,The Algorithm,Other,3,0.59,0.641,0.597,111.5
The Girl Is Mine,Michael Jackson,Pop,3,0.567,0.404,0.311,126.8
Intropía,Eruca Sativa,Latin Rock,10,0.827,0.576,0.551,113.9
Ya-Yo Gakk,Steve Vai,Other,4,0.345,0.572,0.74,136.0
Suturno,Babasonicos,Other,5,0.716,0.792,0.773,107.023
bitches broken hearts,Billie Eilish,Pop,33,0.778,0.422,0.187,120.033
Degree Zero of Liberty,Porcupine Tree,Progressive Rock,3,0.537,0.661,0.735,144.2
Devotion (feat. Kylie Minogue),Hurts,Electronic,5,0.301,0.383,0.905,137.0
Skin O' My Teeth - Remastered 2012,Megadeth,Metal,7,0.417,0.361,0.133,95.8
Meeting in the Aisle - Remastered,Radiohead,Alternative Rock,3,0.253,0.627,0.935,121.1
"Side 4, Pt. 3: Surfacing",Pink Floyd,Progressive Rock,3,0.465,0.372,0.617,132.5
Africa,TOTO,Other,3,0.099,0.479,0.489,106.5
Caleb,Sonata Arctica,Power Metal,3,0.757,0.794,0.545,135.5
Tribal,Nightwish,Symphonic Metal,3,0.748,0.841,0.437,103.0
Take No Prisoners - Demo,Megadeth,Metal,3,0.473,0.73,0.858,76.3
For The Sake Of Revenge,Sonata Arctica,Power Metal,7,0.657,0.756,0.406,108.9
Bonneville,Leprous,Progressive Metal,128,0.716,0.381,0.554,108.1
Infatuation,Maroon 5,Pop Rock,7,0.675,0.54,0.666,129.0
Save Me - Acoustic; Live from Kansas City,Shinedown,Hard Rock,5,0.602,0.92,0.608,116.042
Still Loving You - Live,Scorpions,Other,10,0.893,0.427,0.855,86.9
"Walkin' Blues - Acoustic; Live at MTV Unplugged, Bray Film Studios, Windsor, England, UK, 1/16/1992; 2013 Remaster",Eric Clapton,Other,3,0.511,0.782,0.762,115.2
How Will I Know,Whitney Houston,Other,3,0.242,0.319,0.66,88.1
Hunting High and Low,a-ha,Other,15,0.513,0.676,0.311,116.592
Eidolon,Karnivool,Other,4,0.211,0.634,0.271,149.1
Geralt Of Rivia,Marcin Przybyłowicz,Other,7,0.17,0.422,0.266,126.2
No Time This Time - Remastered 2003,The Police,Other,3,0.481,0.665,0.519,145.5
Stupid Dream,Porcupine Tree,Progressive Rock,11,0.65,0.399,0.054,99.3
2184,Shinedown,Hard Rock,8,0.093,0.486,0.266,103.0
Look Outside,IAMX,Electronic,3,0.554,0.565,0.636,141.4
The Loneliness of the Long Distance Runner - 2015 Remaster,Iron Maiden,Metal,7,0.679,0.734,0.5,147.5
Loneliest Know,Saliva,Hard Rock,3,0.242,0.446,0.415,130.9
Love song,Lana Del Rey,Pop,3,0.543,0.484,0.41,106.6
Themata,Karnivool,Other,32,0.371,0.395,0.709,123.1
"Clair de Lune, L. 32",Claude Debussy,Other,6,0.335,0.00532,0.0397,65.832
Homemade Dynamite - REMIX,Lorde,Pop,5,0.819,0.737,0.554,151.9
If I Never See Your Face Again,Maroon 5,Pop Rock,3,0.232,0.597,0.727,118.8
Pillar of Salt,The Pineapple Thief,Progressive Rock,34,0.334,0.621,0.148,151.8
Invisible Sun,The Police,Other,3,0.525,0.626,0.661,77.9
Peaches En Regalia,Frank Zappa,Other,4,0.759,0.25,0.578,108.1
Waking The Fallen,Avenged Sevenfold,Hard Rock,11,0.901,0.494,0.229,98.9
Something I Need to Know,Hurts,Electronic,17,0.561,0.505,0.711,108.9
The Grand Conjuration,Opeth,Progressive Metal,14,0.279,0.889,0.0904,108.689
La Ciudad Liberada,Fito Paez,Latin Rock,3,0.697,0.503,0.32,125.3
Hollywood,Lewis Capaldi,Other,10,0.931,0.435,0.292,96.3
Doomsday - Piano Reprise,Architects,Other,4,0.668,0.803,0.737,121.9
Another Year,Animals As Leaders,Other,3,0.569,0.381,0.573,91.3
Devil Me,Millencolin,Other,3,0.453,0.949,0.816,92.379
The River,Good Charlotte,Other,4,0.569,0.796,0.541,85.8
Vicinity Of Obscenity,System Of A Down,Metal,4,0.546,0.957,0.514,109.775
Silver Tongue,Alter Bridge,Hard Rock,8,0.427,0.93,0.345,140.934
Lost For Words - 2011 Remastered Version,Pink Floyd,Progressive Rock,3,0.807,0.543,0.429,115.8
Animate - 2004 Remaster,Rush,Progressive Rock,4,0.818,0.659,0.524,100.9
Surrender,Robbie Williams,Pop Rock,5,0.739,0.065,0.424,85.2
Skumf*k,Sum 41,Punk Rock,20,0.473,0.769,0.78,108.1
OverHeated,Billie Eilish,Pop,62,0.417,0.349,0.365,101.6
Breña,A Perfect Circle,Other,31,0.749,0.455,0.64,130.6
Putita - En Vivo,Babasonicos,Other,3,0.663,0.398,0.276,143.0
This Summer,Maroon 5,Pop Rock,3,0.155,0.786,0.611,133.2
God Damn,Avenged Sevenfold,Hard Rock,12,0.643,0.752,0.504,118.0
Tear You Apart,She Wants Revenge,Other,3,0.288,0.189,0.452,133.4
Stayin Alive,Bee Gees,Other,3,0.702,0.773,0.953,103.564
When,Opeth,Progressive Metal,4,0.243,0.565,0.267,122.3
After Every Party I Die,IAMX,Electronic,9,0.674,0.359,0.636,139.4
Motormouth,Periphery,Other,14,0.522,0.621,0.519,124.7
Róisín Dubh - Black Rose (A Rock Legend),Northern Kings,Other,3,0.207,0.172,0.842,139.6
An I for an I,IAMX,Electronic,31,0.083,0.21,0.423,121.5
With You,Linkin Park,Alternative Rock,22,0.421,0.978,0.359,196.921
Silvera,Gojira,Other,8,0.333,0.959,0.242,137.052
Smiling Swine,The Dear Hunter,Progressive Rock,6,0.912,0.759,0.527,97.2
Synchronicity I - Remastered 2003,The Police,Other,5,0.713,0.624,0.814,102.1
I Lost a Friend,FINNEAS,Pop,8,0.365,0.234,0.175,144.7
Bloodstream,Ed Sheeran,Pop,25,0.428,0.434,0.242,131.3
Moral of the Story (feat. Niall Horan) - Bonus Track,Ashe,Other,5,0.579,0.37,0.216,119.799
House of Lies,Destiny Potato,Other,12,0.301,0.572,0.413,108.0
It Was You,12 Stones,Other,3,0.295,0.699,0.277,73.4
Blame It On My Youth,blink-182,Punk Rock,4,0.654,0.793,0.631,113.1
Lithium,Nirvana,Grunge,10,0.678,0.656,0.485,123.207
Remenissions,Avenged Sevenfold,Hard Rock,8,0.5,0.845,0.568,107.4
Warrior,AURORA,Other,15,0.628,0.707,0.317,133.9
Rose Parade - Remastered 2017,Elliott Smith,Indie Rock,10,0.485,0.595,0.46,104.6
Permanating,Steven Wilson,Progressive Rock,21,0.572,0.127,0.836,119.6
The Void,Muse,Alternative Rock,21,0.155,0.526,0.946,111.3
Valley Of The Queens - Live,Ayreon,Other,13,0.953,0.13,0.449,112.4
Volver a Mí,Fito Paez,Latin Rock,22,0.029,0.247,0.494,154.3
I Run NY,The Lonely Island,Other,3,0.873,0.639,0.813,128.6
Radio,Rammstein,Other,12,0.652,0.894,0.76,132.03
The Closer I Get to You (feat. Beyoncé Knowles),Luther Vandross,Other,5,0.363,0.261,0.585,114.5
Fade,Lewis Capaldi,Other,3,0.273,0.539,0.444,81.7
Another One Bites The Dust - Remastered 2011,Queen,Classic Rock,105,0.673,0.242,0.797,147.5
Don't Stand So Close To Me,The Police,Other,4,0.497,0.334,0.662,138.8
Firewall,Les Friction,Soundtrack,70,0.735,0.67,0.347,128.4
Adiós Nonino,Pedro Ignacio Calderón,Other,4,0.286,0.509,0.681,144.8
Vital Signs,Rush,Progressive Rock,16,0.708,0.763,0.691,136.1
Advertising Space,Robbie Williams,Pop Rock,5,0.329,0.682,0.721,60.8
Endless Forms Most Beautiful,Nightwish,Symphonic Metal,13,0.686,0.395,0.427,98.6
“Truth” (Intro) - Live,Steven Wilson,Progressive Rock,4,0.437,0.44,0.798,122.8
COPYCAT,Billie Eilish,Pop,73,0.679,0.388,0.234,124.909
Twilight Coda,Steven Wilson,Progressive Rock,33,0.41,0.626,0.19,101.5
drivers license,Olivia Rodrigo,Other,6,0.561,0.431,0.137,143.875
Roots,In This Moment,Metal,34,0.391,0.742,0.62,135.1
Persiana Americana - Remasterizado 2007,Soda Stereo,Latin Rock,32,0.741,0.194,0.247,122.1
Shelter,FINNEAS,Pop,26,0.836,0.25,0.779,90.8
Cuervos En Casa,Fito Paez,Latin Rock,8,0.597,0.753,0.407,144.8
It Won't Fade,Sonata Arctica,Power Metal,20,0.747,0.891,0.282,60.0
As Death Embraces,Haken,Progressive Metal,3,0.887,0.053,0.472,105.3
Sex,Lenny Kravitz,Classic Rock,19,0.36,0.21,0.437,86.7
Luminary,TesseracT,Other,19,0.309,0.267,0.494,133.8
Pale Season,Thenighttimeproject,Other,6,0.461,0.749,0.571,110.3
The Sound Of Muzak - Remastered,Porcupine Tree,Progressive Rock,10,0.822,0.674,0.759,110.2
Let's Dance - 2016 Remaster,Ramones,Punk Rock,6,0.398,0.255,0.634,131.7
Triggers,IAMX,Electronic,5,0.614,0.342,0.144,116.4
Welcome to the Black Parade,My Chemical Romance,Other,86,0.217,0.905,0.236,96.95
II. Mrs Dalloway: In The Garden,Max Richter,Other,3,0.166,0.465,0.649,131.5
Sure Is Fun,Shinedown,Hard Rock,4,0.184,0.892,0.778,118.2
Kingdom for a Heart,Sonata Arctica,Power Metal,3,0.958,0.737,0.826,102.5
Every Breath You Take,Boyce Avenue,Pop Rock,6,0.08,0.575,0.327,161.3
Crystals,Of Monsters and Men,Other,10,0.897,0.582,0.811,133.7
Like a Funeral,Erik Jonasson,Other,6,0.211,0.328,0.374,91.4
Bereft in the Abyss,Orphaned Land,Other,3,0.62,0.603,0.911,123.3
Stupid Dream,Porcupine Tree,Progressive Rock,4,0.536,0.129,0.561,145.4
En la Ciudad de la Furia,Soda Stereo,Latin Rock,7,0.254,0.713,0.726,87.9
Blue Dress,Depeche Mode,Electronic,3,0.806,0.302,0.772,129.6
Sunburn,Muse,Alternative Rock,24,0.457,0.441,0.372,118.9
Animals - Live In Manchester,Maroon 5,Pop Rock,3,0.545,0.266,0.522,90.6
VI. Solitary Shell,Dream Theater,Progressive Metal,41,0.77,0.794,0.869,95.4
Dig,Incubus,Other,5,0.45,0.895,0.463,77.577
Everybody Wants To Rule The World,Tears For Fears,Other,11,0.639,0.28,0.703,115.7
The Dream,Shinedown,Hard Rock,26,0.356,0.363,0.385,156.0
The Adventure,Angels & Airwaves,Other,4,0.728,0.93,0.249,98.6
The Climb,Miley Cyrus,Pop,13,0.652,0.763,0.522,120.2
Alright,Supergrass,Indie Rock,7,0.663,0.678,0.417,162.9
Yours Is An Empty Hope - instrumental,Nightwish,Symphonic Metal,6,0.967,0.445,0.37,139.6
Complicated,Avril Lavigne,Pop Rock,4,0.369,0.582,0.711,144.2
Shoemaker,Nightwish,Symphonic Metal,6,0.761,0.388,0.267,127.0
The Game,Poets of the Fall,Alternative Rock,6,0.587,0.904,0.752,149.6
Dream Is Collapsing,Hans Zimmer,Soundtrack,10,0.518,0.433,0.0892,126.017
"Girls, Girls, Girls",Mötley Crüe,Other,3,0.346,0.328,0.542,158.0
God's Song,Cold,Other,3,0.934,0.095,0.402,119.8
Is It Any Wonder?,Keane,Other,60,0.489,0.955,0.816,129.352
Where Will You Go?,Therion,Other,4,0.751,0.301,0.242,123.4
Song Of I,Steven Wilson,Progressive Rock,33,0.951,0.64,0.291,76.3
Springfield,Anathema,Other,23,0.428,0.535,0.159,142.063
Soul to Preach To,Fuel,Other,78,0.675,0.609,0.63,144.1
Open Car,Porcupine Tree,Progressive Rock,19,0.498,0.534,0.463,70.1
Spring 1 - 2012,Max Richter,Other,3,0.701,0.341,0.163,105.513
Night After Night (Out of the Shadows),The Rasmus,Alternative Rock,6,0.094,0.51,0.639,146.2
I Walk Beside You - 2009 Remaster,Dream Theater,Progressive Metal,4,0.583,0.365,0.203,127.7
Sail,AWOLNATION,Other,63,0.687,0.911,0.29,77.2
Devour - Live from Washington State,Shinedown,Hard Rock,18,0.4,0.998,0.0384,88.458
Straight Up,Paula Abdul,Other,4,0.676,0.237,0.584,133.4
De Mí,Charly García,Other,7,0.61,0.21,0.158,106.784
She Moves In Her Own Way,The Kooks,Other,14,0.337,0.326,0.538,106.3
"Sweet Dreams, TN",The Last Shadow Puppets,Other,3,0.188,0.239,0.84,120.4
New Disease,Spineshank,Other,4,0.806,0.664,0.52,126.5
New Girl,FINNEAS,Pop,49,0.868,0.347,0.538,60.0
She's Thunderstorms,Arctic Monkeys,Indie Rock,9,0.505,0.898,0.731,118.929
Pillow,Ruuth,Other,4,0.283,0.534,0.358,177.3
Part Of Me,Chris Cornell,Grunge,6,0.016,0.299,0.566,75.2
Once Upon a Nightmare,Epica,Symphonic Metal,3,0.476,0.582,0.626,116.1
The Final Cut,Pink Floyd,Progressive Rock,4,0.462,0.364,0.0781,58.588
Regtest,Sumo,Other,3,0.492,0.467,0.581,115.3
Excalibur,El Mató a un Policía Motorizado,Other,7,0.235,0.257,0.138,157.4
You're Gonna Break My Heart Tonight,Tom Odell,Other,6,0.661,0.169,0.578,149.6
New Life,Depeche Mode,Electronic,4,0.891,0.52,0.44,100.3
Rise Today,Alter Bridge,Hard Rock,13,0.337,0.964,0.153,159.935
The Heart from Your Hate,Trivium,Other,5,0.582,0.928,0.565,113.043
Bitter Sweet Symphony,The Verve,Other,25,0.476,0.595,0.643,96.3
Payphone - Commentary,Maroon 5,Pop Rock,12,0.347,0.852,0.055,113.1
Shitload of Money,Sonata Arctica,Power Metal,17,0.637,0.625,0.692,96.2
Spöksonat,Ghost,Other,19,0.636,0.395,0.187,140.3
Empty Spaces,Pink Floyd,Progressive Rock,15,0.432,0.36,0.572,137.9
Ritual (Nous Sommes du Soleil) - 2003 Remaster,Yes,Progressive Rock,8,0.419,0.202,0.536,113.1
Wildfire,Sonata Arctica,Power Metal,16,0.517,0.541,0.531,99.3
Impossible,James Arthur,Other,10,0.758,0.451,0.655,108.1
Bad - Remix By AfroJack-Club Mix,Michael Jackson,Pop,3,0.423,0.518,0.289,154.4
Battle For The Sun,Placebo,Alternative Rock,7,0.355,0.858,0.785,142.8
Prometheus,Votum,Other,11,0.402,0.47,0.662,139.6
Caprice No. 2,Niccolò Paganini,Other,3,0.325,0.053,0.235,114.8
I Drive the Hearse - Live,Porcupine Tree,Progressive Rock,8,0.407,0.144,0.722,177.8
Dead Wishes,Chris Cornell,Grunge,12,0.639,0.879,0.462,97.2
